site	YAL017W	YAR019C	YBL009W	YBL016W	YBL056W	YBL088C	YBR028C	YBR059C	YBR097W	YBR125C	YBR160W	YBR274W	YBR276C	YCR008W	YCR079W	YCR091W	YDL006W	YDL025C	YDL028C	YDL047W	YDL079C	YDL101C	YDL108W	YDL134C	YDL188C	YDL214C	YDL230W	YDR075W	YDR122W	YDR247W	YDR283C	YDR466W	YDR477W	YDR523C	YER129W	YFR014C	YGL021W	YGL059W	YGL179C	YGL180W	YGR040W	YGR123C	YGR188C	YGR203W	YGR262C	YHR030C	YHR076W	YHR082C	YHR135C	YIL035C	YIL042C	YIL095W	YIL113W	YIR026C	YJL095W	YJL106W	YJL128C	YJL164C	YJL165C	YJL187C	YJR059W	YJR066W	YKL048C	YKL101W	YKL116C	YKL126W	YKL139W	YKL161C	YKL166C	YKL168C	YKL171W	YKL198C	YLL010C	YLL019C	YLR019W	YLR096W	YLR113W	YLR240W	YLR248W	YLR362W	YLR433C	YML016C	YML057W	YMR104C	YMR139W	YMR216C	YMR291W	YNL020C	YNL032W	YNL099C	YNL154C	YNL161W	YNL298W	YNL307C	YNR031C	YNR032W	YOL016C	YOL045W	YOL100W	YOL113W	YOL128C	YOR061W	YOR090C	YOR119C	YOR208W	YOR231W	YOR233W	YOR267C	YOR351C	YPL026C	YPL031C	YPL042C	YPL140C	YPL141C	YPL150W	YPL179W	YPL203W	YPL204W	YPL236C	YPR054W	YPR073C	YPR106W	YPR111W	YPR161C
YJL095W_S344_S353																																																									-0.0295															3.217																											0.146			-0.17300000000000001				-0.9							0.11199999999999999	0.011000000000000001										-0.07200000000000001
YJL095W_T290_S292_S295																														6.138												3.113																				-0.6609999999999999		-8.007																																							-1.141												-3.4019999999999997									
YJL110C_S403_S404		-0.603			-0.131	-1.171					0.447												-0.925																	-0.171																																-0.9209999999999999																														-0.968				-0.997																		
YJL110C_T401_S404												0.546																						0.47100000000000003										0.847																		0.33399999999999996		0.168													1.19							0.138			-0.47		0.9179999999999999								0.009000000000000001			0.523			0.35200000000000004																		0.919			
YJL115W_S264_S269															0.45399999999999996																	0.039							0.451												-0.16399999999999998																	0.27						0.125																																																		
YJL115W_S264_T265																																												1.17	0.8640000000000001																									-0.109		1.063																																																				
YJL115W_S264_T270	-0.087	0.043					0.456					0.15	0.5489999999999999				-0.8390000000000001		-0.8290000000000001				-0.78			-0.41100000000000003	0.861							0.233		-0.046					0.281							-0.466	-0.52					-1.103	0.052000000000000005						-0.6779999999999999		0.07																0.26		1.462		-0.012				-0.265			-0.273		-0.085			-0.126	0.33		-0.092					0.076	-0.046	-0.685	-0.94		0.063		-0.42700000000000005					-0.055999999999999994			0.395					0.021	-0.547
YJL115W_T265_T270																																																																							1.666																	0.13	0.74																																			
YJL123C_S336_S337_S339													0.846		-0.7509999999999999		0.426															-3.6060000000000003	-0.629								-0.11900000000000001													-1.42			0.932			0.703	-0.578		0.009000000000000001								0.523								0.375								0.369	-0.044000000000000004									-0.036000000000000004	-0.193															-0.209	0.062					0.07200000000000001					
YJL123C_S336_S337_S340																																												1.704																																																																																
YJL123C_S336_S340																		-0.8640000000000001																										1.595																		-0.002		-0.5760000000000001						-0.04		0.257																																																				
YJL123C_S337_S339				0.027999999999999997																			-0.672														-0.8220000000000001								-1.8519999999999999				-0.785																0.544	0.469	1.122																									0.21100000000000002																																
YJL123C_S337_S340														-1.354																								-0.5820000000000001															-0.242																-1.005							-0.602																							0.022000000000000002																							-1.1079999999999999		
YJL123C_S339_S342	-1.9680000000000002	-0.191	1.195						0.28		-0.025		0.305		-0.342				0.094		-0.35200000000000004						-0.003					-1.8219999999999998							-0.037000000000000005		0.044000000000000004					-0.521																									0.092							-0.821					-0.429					-0.221								-0.293		0.24						0.574			-1.3419999999999999								-0.366			0.5710000000000001						
YJL123C_T371_S373_T375																																														-0.102																																																																		-2.011												
YJL128C_S38_Y43																																																																																																				0.165																								
YJL129C_C35_Y38					-0.29600000000000004	2.133										1.518																																																																																																												
YJL134W_T16_S18				-1.315	-0.423	-0.7240000000000001				-1.187			0.11	0.318	0.005	0.061		0.26899999999999996													-0.36200000000000004	-0.527	-0.424				-0.14400000000000002	0.6990000000000001							-1.8330000000000002											-0.23199999999999998	1.614			1.208			-0.375		-1.4580000000000002				-1.365		-0.141	-1.6780000000000002	0.621		0.557				0.172									1.213								1.29						0.04				-0.061			-0.023			-1.685	0.205	1.194				-0.708						
YJL136C_S65_S68												-1.2409999999999999																										1.694						1.9980000000000002																		2.46																																					1.754				0.897																					
YJL141C_S127_S128	1.02	0.027000000000000003		0.433	0.203	0.308	0.099		-0.966	-0.409	0.21100000000000002	-1.469	0.321	0.506	-0.45399999999999996	0.001	-1.1740000000000002		-0.08199999999999999	0.599	-0.008	-0.27699999999999997		-0.025	0.757	0.0005000000000000004	-0.983		-0.261	0.429	0.043	0.16650000000000004	1.139	-0.632	0.789	0.1295	0.051	0.273	0.23399999999999999	0.175	-0.319	-0.55	0.546	-0.081	-0.12749999999999995		-0.7929999999999999			-0.6679999999999999	-0.23			0.59	-0.335	-0.018000000000000002	0.018000000000000002			-1.145	0.253		-0.146	-0.9590000000000001	-0.33	-1.032	-1.348	0.304	0.975	0.22399999999999998	0.7929999999999999	-0.066	-0.1	0.08800000000000001	0.374		0.20800000000000002	-0.753	-0.919	0.263	0.604	-0.8690000000000001	0.846	-1.334	1.123		-0.669	0.7	1.689	-0.642		-0.37	-0.366	-0.93		0.2865	-0.6940000000000001	0.444		-0.12	-0.106	0.3905	-0.627	-0.327	-0.272	0.917		-0.298	0.11199999999999999	-0.233	-1.101	0.4	0.03	0.168	-0.23		0.159	-0.794	0.36200000000000004	-0.873	-0.53		0.498	-0.813
YJL141C_S240_S245																																			0.251																																								-0.6940000000000001		0.16699999999999998			0.073	0.9590000000000001																-0.136			0.45299999999999996													-1.101	-0.045										
YJL141C_S240_S247					0.191					-0.6809999999999999				0.003		-0.684		-1.45															-2.157					-0.36		0.179														0.299															-1.3219999999999998																				1.263																	-0.344																		
YJL141C_S245_S247	-0.299																-1.158															-0.044000000000000004															-0.09300000000000001			-1.003						-0.35	-0.138																						-0.012				-0.271																											-0.515									0.593				0.268	
YJL141C_Y242_S247																													-0.071																																												-2.0709999999999997																													-0.5660000000000001																						
YJL154C_S399_S407_T410	-1.368						0.525					0.589																																																								-2.627					-4.322	-2.394									-0.39																			-1.685								-2.33													-1.537	
YJL154C_S400_T410_S411																																																																								0.243																																																				
YJL155C_Y36_S38_C46																	0.27399999999999997																																														-1.037																-0.17600000000000002																																			0.544										
YJL165C_S17_S19					-0.621																												-1.205							-0.192																	0.534																																0.1																								-0.297											
YJL165C_S229_S233		-0.304			0.115	-0.31			0.332	0.075		0.519	1.145	-0.212	-0.6559999999999999		-1.6059999999999999	-0.332	0.278		0.021	0.057	-0.23199999999999998	-0.263	1.341				0.094			-0.672	0.313	1.629		-0.5329999999999999		0.6509999999999999		-0.265				0.7490000000000001				0.24100000000000002					0.457			-0.21600000000000003				-0.354	0.341	0.064	-0.665	-0.779					-0.835	-0.019	0.44300000000000006	1.9609999999999999	-0.498		-0.085	0.946		0.295	-1.033								1.5919999999999999	-0.1					0.514	-7.097		0.496			-0.616				0.163		0.154	0.49200000000000005		0.41					-0.909	0.086							1.4369999999999998			-1.265
YJL165C_S229_S235																																							0.599				0.878								0.9670000000000001																							0.975																																																		
YJL165C_S277_S280																																	2.1630000000000003																																																								1.604																																			
YJL165C_S324_S336																																	-2.075												1.5030000000000001																-1.046										1.381				-0.326																															-1.139												-0.44799999999999995			0.745			
